exp,item,sent,hasIC,num,isHIGH,tf_surp,LSTM_1_surp,LSTM_10_surp,LSTM_11_surp,LSTM_12_surp,LSTM_13_surp,LSTM_14_surp,LSTM_15_surp,LSTM_16_surp,LSTM_17_surp,LSTM_18_surp,LSTM_19_surp,LSTM_2_surp,LSTM_20_surp,LSTM_21_surp,LSTM_22_surp,LSTM_23_surp,LSTM_24_surp,LSTM_25_surp,LSTM_3_surp,LSTM_4_surp,LSTM_5_surp,LSTM_6_surp,LSTM_7_surp,LSTM_8_surp,LSTM_9_surp,LSTM_avg_surp
reading,13,The woman waited with the clerks of the niece who were,0,pl,1,2.78323555,6.946004868,4.794647694,4.544893265,5.707511425,6.623185158,6.126093864,5.563114166,4.422958851,5.13844347,5.393865585,5.476119995,6.110750675,4.866888523,3.680348873,6.2592659,4.41513443,6.244745255,4.618851185,4.245545864,4.150791645,5.928770065,4.315291882,5.965666771,6.540361404,5.763710022,5.353718433
reading,14,The man helped the brother of the athletes who was,1,sg,1,2.461825848,6.709921837,7.550960064,7.091940403,9.466749191,8.389224052,7.266190052,6.437181473,6.736149311,6.156150818,8.937692642,6.10153389,5.477909565,6.49268961,6.839379787,7.515273094,8.595754623,8.688658714,5.485281944,6.138249874,5.64570713,6.685736179,8.884651184,8.887367249,8.450656891,8.190295219,7.312852192
reading,14,The man helped the brothers of the athlete who was,1,sg,0,3.553066254,4.11716938,4.829242706,2.539720774,6.38829422,3.815803528,3.477844954,8.552065849,4.245530605,3.912271976,3.519364595,5.471549511,3.152448177,3.695845366,4.339849949,4.259919643,4.609235764,4.982550144,3.296199799,3.621191263,4.029384136,3.674437284,5.825075626,3.599694252,6.71914196,4.089655399,4.430539474
reading,14,The man helped the brother of the athletes who were,1,pl,0,7.064480305,2.81785512,3.073666096,2.672777414,2.539520502,2.997295856,2.944510937,2.955273867,2.630050659,2.848984957,2.765920877,3.061845064,3.668967009,3.151586771,2.979148149,2.964176416,3.259478569,3.484987259,3.37353611,2.740395784,3.059216022,3.671612501,3.071934462,3.806193352,3.288919449,3.253516912,3.083254805
reading,14,The man helped the brothers of the athlete who were,1,pl,1,7.48775053,3.754723549,4.579514503,5.458289623,5.528068066,5.776286125,6.38615942,3.672059059,3.111778259,3.369380713,4.507443428,4.136602402,6.766651154,4.345517159,3.986911535,3.674407959,4.601679325,4.610147476,5.709614754,3.999604225,3.646894932,7.091542244,3.843976021,6.779344082,3.498313189,5.391716957,4.729065046
reading,14,The man ran into the brother of the athletes who was,0,sg,1,2.771154404,5.759496212,6.760115147,6.894095898,8.052148819,8.123720169,6.092339516,4.940959454,5.275825024,6.286833286,7.694012642,6.357623577,5.279043674,6.001774788,6.388833046,6.739488125,6.91344595,7.576578617,4.821228981,5.071992397,4.573065281,5.588508606,6.568410397,7.986720085,6.981626034,6.305176258,6.361322479
reading,14,The man ran into the brothers of the athlete who was,0,sg,0,3.327861309,3.425430775,3.452035189,2.440250397,4.088131428,3.098830223,3.021693468,3.102311134,2.742829084,2.910889149,2.562633276,4.569333553,2.628662825,2.360314131,3.198739767,3.159914255,2.789819479,2.673753738,3.005817175,2.586256742,2.757341385,2.557450294,3.196815014,2.924109936,3.688492298,2.790122747,3.029279099
reading,14,The man ran into the brother of the athletes who were,0,pl,0,8.612944603,2.839659691,3.080275297,2.578411102,2.453044653,2.94193244,3.408634186,2.901177645,2.605957985,2.739842415,2.594109297,3.341376543,3.291028738,3.130096912,2.889939308,3.319928646,2.924850464,3.404533863,3.806535721,3.028027058,3.560834646,3.243590117,2.580053091,3.460304737,2.973333597,3.225532532,3.052920427
reading,14,The man ran into the brothers of the athlete who were,0,pl,1,6.951798916,3.823909044,6.282170773,7.370328426,7.029644489,8.732592583,7.740280151,5.574436665,5.609270573,5.014418602,6.508845806,5.860696316,6.873764038,7.478755474,5.975794315,5.475117207,6.298989296,7.224976063,7.416380882,6.139760494,6.103285789,7.175910473,5.213941574,6.922783375,5.209255219,7.287611961,6.413716784
reading,14,The man helped the athlete of the brothers who was,1,sg,1,5.676009655,6.149612427,8.655239105,6.206176758,9.310062408,7.794348717,6.677916527,7.671590805,5.190681458,5.367425919,7.223366261,7.013396263,7.395830631,6.413907051,5.578164577,8.717195511,7.630369663,7.656205177,7.562879086,5.603049278,5.090372562,7.123994827,7.142233372,7.969564438,9.251755714,4.760190487,7.006221161
reading,14,The man helped the athletes of the brother who was,1,sg,0,2.717434645,4.041870117,4.923048496,4.185403824,7.285105228,4.458616734,3.469358921,8.21559906,4.445807457,3.879028559,6.142008305,4.489303112,3.41794157,4.131575108,5.000472069,4.159640789,5.378559113,6.251629829,3.772297144,3.422408342,4.119998455,4.270205021,5.464682579,4.763046265,6.664745808,6.419318676,4.910866823
reading,14,The man helped the athlete of the brothers who were,1,pl,0,3.503797054,2.91814208,3.458350658,3.353649616,2.941044092,3.81951499,3.346810579,3.820636511,3.313024282,3.376056671,3.038142681,2.87833643,4.626639366,3.602628231,3.152305126,2.746291399,4.312387943,3.971105814,3.427384377,3.275643826,2.844694614,3.883537769,4.213493824,4.205664635,3.088189602,4.469058037,3.523309326
reading,14,The man helped the athletes of the brother who were,1,pl,1,7.554346085,5.602604389,4.178521633,4.273372173,4.209700584,5.188558102,5.453463554,4.004105568,3.26671052,4.098807335,3.92664361,5.54037571,6.854876041,3.983741522,3.069437027,4.085177422,4.936069489,3.89155221,4.994976997,3.669667006,3.075843811,5.569214821,3.779775143,5.079528809,3.310012579,4.607165337,4.425996056
reading,14,The man ran into the athlete of the brothers who was,0,sg,1,3.864536762,5.146772861,6.766927242,5.37386179,7.013185024,7.238936901,4.92824173,4.525165558,3.997451544,5.032076359,5.219916821,6.086562157,5.912331581,5.161651134,4.505599976,6.15765667,4.808335304,5.508749008,5.387010574,3.980735064,3.764324188,5.619204044,4.651611805,6.898314476,6.681779385,3.574721813,5.35764492
reading,14,The man ran into the athletes of the brother who was,0,sg,0,2.6967628,3.092856169,3.21191144,3.006551981,5.127742767,3.638925791,3.119647264,3.517555237,2.924344063,2.920430899,2.944398642,3.602494717,2.736189604,2.49740696,3.121626139,3.287959576,2.957500458,2.876214266,3.071445704,2.652670622,2.566534758,2.660362005,3.188819647,3.438397646,3.408380985,3.354757786,3.157005005
reading,14,The man ran into the athlete of the brothers who were,0,pl,0,3.998738289,3.064234972,3.440052032,3.348492146,2.985220432,4.12303257,4.121480942,3.618226767,3.221388817,3.531266212,3.26191926,3.283109188,3.664317131,3.745142698,3.287350416,3.675842285,4.391718864,4.061458588,3.897237539,4.862618446,3.660448074,3.555654287,3.708951712,4.040038109,3.10044241,4.682807446,3.693298054
reading,14,The man ran into the athletes of the brother who were,0,pl,1,6.747275829,6.702786922,5.826386452,5.723199368,5.612565994,8.619792938,6.725581169,5.837772369,5.109434605,5.632126808,5.702054024,6.595102787,6.556081295,6.376567841,5.414527893,6.063014984,6.004918575,6.158694744,6.967899799,4.781719685,5.595013142,6.090639114,4.629241943,5.705031395,5.479346752,6.240947723,6.006017933
reading,16,The man pacified the associate of the businessmen who was,1,sg,1,4.142671585,6.016060352,5.875682831,7.043534279,7.641109467,7.399945736,5.26960516,5.466609001,5.67297554,6.744576454,6.932761669,6.832504749,6.183866024,6.296295166,5.466415405,6.330423355,6.277453423,8.165714264,5.465640545,4.462714672,4.527625084,6.453207493,6.943230152,5.838440895,6.614030361,4.662885189,6.183332291
reading,16,The man pacified the associates of the businessman who was,1,sg,0,2.965447426,2.622375488,2.458702564,2.816202641,4.499688148,2.883645535,2.798965931,2.766054153,2.616579056,3.186157465,2.543556929,4.039967537,2.957968235,2.694879532,2.886889696,2.849878073,3.00514245,2.766912937,3.281062603,2.7596066,2.710130215,2.890301466,3.21639204,2.838502884,2.700445652,2.817051172,2.94428236
reading,16,The man pacified the associate of the businessmen who were,1,pl,0,5.349486351,3.017377853,3.526137829,3.058785915,2.746546507,3.513934851,3.459026814,3.054571629,3.387909651,2.880514383,2.922900915,3.614821196,3.158932209,3.045380116,3.288531542,3.763151646,3.358062983,3.116122246,3.665319443,3.384145498,3.675296783,3.10250473,3.250170708,3.952437878,3.131519318,3.920094728,3.319767895
reading,16,The man pacified the associates of the businessman who were,1,pl,1,9.166211128,8.105419159,6.401002884,6.545480728,5.46287632,7.29718256,7.173186302,6.933948994,7.726476669,5.162351131,7.001370907,6.355687618,5.844307423,6.767202854,5.744382858,6.38731575,6.234508514,6.772183418,6.29739809,5.583622456,5.746477127,6.675653934,6.163403988,7.048702717,7.369705677,7.090530872,6.555615158
reading,16,The man visited the associate of the businessmen who was,0,sg,1,2.805918932,6.039992332,5.585762024,6.929583549,8.083699226,7.115617275,4.947199345,5.062436104,5.304300785,6.686177731,6.307247639,6.512830257,6.277608871,6.58748579,5.726890087,6.279503345,5.688579082,7.76208353,5.600848198,4.636806488,4.357605457,6.182850838,6.264033318,6.043222904,6.611894608,4.924471378,6.060749207
reading,16,The man visited the associates of the businessman who was,0,sg,0,2.488120556,2.660519123,2.587656975,2.860527277,4.475529194,2.904883862,2.679645777,2.517235518,2.367274761,3.092643976,2.507596016,3.854785442,2.991142511,2.743716002,3.025394201,2.925388813,3.041045904,2.545630455,3.216133356,2.805972338,2.64035058,2.720971584,3.142798662,2.983358622,2.696847439,2.884039879,2.914843531
reading,16,The man visited the associate of the businessmen who were,0,pl,0,7.810396671,3.204245806,3.611888647,3.140370846,2.731855392,3.733405352,3.711935997,3.317504168,3.232241392,3.10630703,3.055361271,3.039403677,3.31867528,3.129039049,3.256733656,3.774109602,3.578551292,3.092977285,3.885742188,3.428643465,3.615419388,3.109557867,3.525922537,4.037954807,3.322084904,4.104393482,3.402572975
reading,16,The man visited the associates of the businessman who were,0,pl,1,10.65105915,8.049247742,6.360640049,6.249684334,5.383184433,7.457532883,7.006930351,7.729498863,7.696247101,5.277748108,7.372233868,6.264353275,6.236004353,6.766077995,5.741212368,6.130269527,6.293732643,7.084891319,6.345035553,5.418727398,5.671685219,6.682601929,6.449674129,6.866707325,7.75385046,6.836814404,6.604983425
reading,16,The man pacified the businessman of the associates who was,1,sg,1,4.546184063,6.235378265,4.413013458,5.230940342,7.622206688,7.127014637,6.025859356,4.153093815,3.65177536,4.917163849,5.048061371,5.95329237,5.463728428,4.52296114,5.028972149,4.689234257,6.391846657,5.502465725,5.055671215,3.665108442,4.152779579,4.947705746,5.078748703,4.669527054,5.370815754,4.056542397,5.15895627
reading,16,The man pacified the businessmen of the associate who was,1,sg,0,6.061297894,2.83190465,3.138916016,2.652501822,6.063895226,3.62989378,2.909053087,4.667545795,3.936555386,3.332984924,2.965022564,5.643904686,2.845558405,2.784052849,2.74386096,3.087943077,3.31346488,2.977893829,4.063808918,3.361569166,3.22231102,4.248740673,3.621005297,3.103347301,3.605830908,2.975082397,3.509065905
reading,16,The man pacified the businessman of the associates who were,1,pl,0,4.714769363,3.074013472,4.020349026,3.958792925,3.018526316,4.134088516,3.476074934,3.754220724,5.418813229,4.038604736,3.611557961,3.785161972,3.660010338,3.746448755,3.895358801,5.055685043,3.656310081,4.119296074,3.935553551,5.54465723,4.071082592,4.028913498,3.714282513,5.503792763,3.623884916,4.350636959,4.047844677
reading,16,The man pacified the businessmen of the associate who were,1,pl,1,2.968049288,7.398095131,5.52231741,5.333516121,3.671461821,6.213550091,6.196774483,4.132532597,3.941878557,4.935096741,5.977621555,5.326845646,5.637334824,4.672617912,4.788537502,6.522601604,5.37429285,7.628843307,4.840437412,4.084174156,5.265960217,4.821540356,5.09854126,5.769994736,5.357653141,7.106178761,5.424735928
reading,16,The man visited the businessman of the associates who was,0,sg,1,2.810802698,6.2299366,4.24613142,5.162305832,7.847663403,7.089471817,5.53046751,3.827220678,3.439935207,4.794541359,4.438317299,5.381892204,5.681027412,4.402128696,5.220194817,4.469506264,5.979640007,4.882105827,5.120726585,3.873543262,3.942574263,4.765856266,4.667794704,4.394399166,5.326350689,4.066771507,4.991220112
reading,16,The man visited the businessmen of the associate who was,0,sg,0,3.357211828,2.909146309,3.063748121,2.661729097,6.223679543,3.613998413,2.827985048,3.740368843,3.548061371,3.221760988,2.947053194,5.72743988,2.876152515,2.718679428,2.811939478,3.175524473,3.482252836,2.92987442,3.986124039,3.388999701,3.17478466,3.836237907,3.54620862,3.136486769,3.557179451,3.166999817,3.450896597
reading,16,The man visited the businessman of the associates who were,0,pl,0,7.302968979,3.234168053,4.212571144,4.053502083,3.056318521,4.402815342,3.768236876,3.949994326,4.987224579,4.067174911,3.73137784,3.361186981,3.856768847,3.981614828,3.777188778,5.065057755,3.859289646,4.238244057,4.112957954,5.42956543,4.023876667,3.91656065,4.071816921,5.283709049,3.661546469,4.647029877,4.109991903
reading,16,The man visited the businessmen of the associate who were,0,pl,1,4.574912071,7.28494215,5.583720684,5.028969765,3.918898582,6.546424866,6.046897888,4.922595501,3.936920881,4.976080418,6.353172779,4.649850368,6.079432487,4.991076946,5.005723953,6.469964027,5.436879635,7.847046852,5.281907558,4.254060268,5.074106216,4.982910633,5.039703369,5.912963867,5.740352154,7.127906322,5.539700327
reading,18,The man thanked the servant of the dictators who was,1,sg,1,6.13629961,5.54301548,6.492162228,6.057342529,6.817579269,7.282065868,5.836727142,5.547873974,4.958874226,7.009836674,7.138679504,5.608391762,5.154379368,4.996903896,5.151957989,5.496281624,6.007801056,7.491179466,6.80403471,4.3400774,4.913622379,5.853586197,5.602546215,5.007480621,6.407723904,4.405058861,5.837007294
reading,18,The man thanked the servants of the dictator who was,1,sg,0,3.081754446,2.954380989,3.029568911,3.273815393,3.501456022,2.801474094,3.202586412,3.038622856,2.815694094,2.970581293,3.480882168,4.920535088,2.872694731,2.942727089,3.213503361,2.709443808,2.87877512,2.90277195,3.470206499,2.957861185,3.703889608,3.539814234,3.565995693,3.440080404,3.045407534,3.704108,3.237475061
reading,18,The man thanked the servant of the dictators who were,1,pl,0,2.974579573,3.081109762,3.425842524,2.919063568,2.99175477,2.902088642,3.273994446,3.342354536,2.857102156,2.654997826,2.751759529,3.457115889,3.277884722,3.298667431,3.48350358,4.617586613,3.247234583,3.487653255,2.896366119,3.21658206,3.676494837,3.48574996,3.416605234,3.564950705,3.384281635,3.885656357,3.30385603
reading,18,The man thanked the servants of the dictator who were,1,pl,1,9.120927811,7.427669048,5.255803108,4.570319653,5.197368622,6.779563904,6.365963936,4.650146961,4.446585178,4.525325298,5.181729794,5.687293053,5.277854443,4.443867207,4.176368237,6.560741901,5.839303493,6.355378628,5.095472813,4.344747066,3.984201908,5.632194042,4.980372906,5.755974293,5.388665676,5.926785469,5.353987865
reading,18,The man talked to the servant of the dictators who was,0,sg,1,6.148458481,5.391848564,6.283453465,6.234786034,6.458969593,7.719130993,5.48426342,4.690255642,5.137039185,6.66334486,6.773623466,4.306250095,5.492710114,4.973353863,5.111297607,5.947204113,6.024855137,7.803153515,5.391417503,4.912467957,4.468211651,5.569046021,6.280747414,4.256487846,6.233297825,4.692494869,5.69198843
reading,18,The man talked to the servants of the dictator who was,0,sg,0,2.562761784,3.000608444,2.559720039,3.085607767,3.466558695,3.047820568,2.968471766,2.983138561,3.111474037,2.98101449,3.092429638,3.818220615,3.321940184,3.064403057,2.975713968,3.233166456,3.083512545,3.20085001,3.127836466,3.132804394,3.548537254,2.706699133,3.250146627,3.16455555,2.661656141,3.63683939,3.128949032
reading,18,The man talked to the servant of the dictators who were,0,pl,0,2.661138058,3.277715206,3.430635929,3.117210865,3.294079065,3.264867067,3.43418479,3.285106659,3.056328535,2.902707338,2.950219393,3.380131483,3.590059042,3.663729429,3.525905132,4.565853596,3.271079302,3.067154408,3.460483313,3.06509757,4.360187054,3.183894157,3.189036846,4.182536602,3.344227314,3.667252779,3.421187315
reading,18,The man talked to the servants of the dictator who were,0,pl,1,7.493882179,7.287824154,5.769791126,5.071122646,5.359588146,7.136824608,6.941492081,4.938293457,5.291669369,4.781603813,5.663076401,4.635281086,5.95526123,4.069285393,5.259805679,6.248437881,5.0017066,5.741196156,5.856561184,4.424091339,5.179152966,6.291718483,5.46543169,6.371572018,6.068500042,5.385860443,5.60780592
reading,18,The man thanked the dictator of the servants who was,1,sg,1,3.57268095,6.04293251,5.035234928,6.13914299,6.51366663,7.78817749,5.670100212,4.874455452,4.766794205,6.299226284,5.588757992,7.469377041,5.299604893,6.246459484,5.168310642,5.318230629,5.643737793,6.492194176,7.000281334,4.151434898,4.89241457,5.729458332,6.120790482,6.218863487,6.384904861,4.526184559,5.815229435
reading,18,The man thanked the dictators of the servant who was,1,sg,0,3.254235744,2.788526058,4.756870747,2.947175741,3.372274876,3.212459087,3.230669737,5.218501568,2.913486958,2.822710991,2.891411304,5.388139248,2.571460962,2.632910252,3.064037323,3.262225389,2.92133069,2.975190878,4.185783386,3.005877495,4.069469929,2.99138093,4.300720692,3.316996813,3.933222532,3.351134539,3.444958725
reading,18,The man thanked the dictator of the servants who were,1,pl,0,7.554348946,3.174435139,3.94727397,3.054237843,2.561147451,2.99015975,4.017272472,3.731501341,2.819072723,2.849875927,2.964755297,3.512504578,3.146937847,3.036674261,3.247517347,5.150646687,3.581454039,3.714755774,2.712097168,4.753891468,4.003149986,3.896753311,3.954249144,3.56995368,3.227317095,4.170982361,3.511544666
reading,18,The man thanked the dictators of the servant who were,1,pl,1,10.24748898,7.209510803,4.053659439,5.048567295,6.42008543,6.589726448,6.729670048,4.408437252,4.59748888,4.773138523,5.318202019,6.127822876,5.440283298,5.654347897,4.821433067,6.838703632,6.133048534,6.491141319,4.29171133,4.018311977,4.075893879,5.724856853,4.622710705,5.518019676,4.589739323,7.66346693,5.486399097
reading,18,The man talked to the dictator of the servants who was,0,sg,1,2.967563868,5.529437065,4.985215187,6.263028145,6.427927971,8.094526291,5.222990513,4.422141552,5.35650444,6.07255888,5.405794621,6.17164278,6.24742794,5.748882771,4.97992897,5.935554504,5.43517065,7.211499691,5.148929119,4.318888187,4.46568203,5.3482728,6.395117283,4.547699928,6.193819046,4.477414608,5.616242199
reading,18,The man talked to the dictators of the servant who was,0,sg,0,2.712400436,2.74819088,4.069807529,2.93947649,3.464082718,3.338708878,3.007588625,4.874535084,3.202506542,2.905246496,2.773040771,3.742795229,3.075289249,2.59395051,2.930076599,3.768242359,3.226008654,3.200822353,3.801085234,3.165570498,3.849467754,2.598358631,4.28497839,3.034913063,3.439045668,3.586440802,3.34480916
reading,18,The man talked to the dictator of the servants who were,0,pl,0,5.996443272,3.429610252,3.910449028,3.436306238,2.956225634,3.356041193,4.169002056,3.975868464,3.267340422,3.071973801,3.217396498,3.296434402,3.783453703,3.423923492,3.547843218,4.698057175,3.83533144,3.374119043,3.496393204,4.382925987,4.605470657,3.481647491,3.617263317,4.52682972,3.287887096,4.075466633,3.688930407
reading,18,The man talked to the dictators of the servant who were,0,pl,1,6.807187557,6.977058411,4.594942093,5.527873039,6.579608917,7.081578255,7.210368633,4.710680962,5.534451008,5.165044785,5.634634018,5.310653687,6.401217461,6.339821815,5.707952976,6.564125538,5.848433018,6.322781086,5.031710625,4.130863667,5.059364319,5.809145451,4.855940342,6.035211086,5.091910362,7.0410676,5.782657566
reading,20,The man mocked the fan of the singers who was,1,sg,1,4.833760262,6.545630932,6.249131203,6.730989456,7.959449291,7.062620163,7.359844208,4.837641716,5.733972549,5.228684902,7.997561932,5.837614059,5.65863657,6.647685528,5.255601883,6.425282001,6.049376965,7.326495171,5.79559803,4.375954151,5.040555477,6.582948208,6.275625706,6.875736237,6.640688896,5.550240517,6.24174263
reading,20,The man mocked the fans of the singer who was,1,sg,0,3.86731267,3.144384146,3.153864384,2.669433117,3.684705973,3.149827957,3.337445498,4.251842022,3.354640007,2.662636518,2.997787237,5.186777115,2.672121525,3.052436829,3.244041443,3.189822674,3.155955791,3.202279091,3.557219982,3.087105036,3.074575186,3.50920248,3.565727234,3.0532372,3.43771553,3.467432261,3.314488649
reading,20,The man mocked the fan of the singers who were,1,pl,0,3.979805708,2.903638124,3.474996567,2.740167856,2.514401436,3.286077023,2.995902777,3.812774897,2.841804743,3.278753519,2.537503719,3.328173399,3.455362558,3.108969212,3.217890978,3.922217846,3.128020525,3.37706399,3.350026608,4.012905598,3.365766048,3.641577482,3.066696167,3.263048172,2.969019413,3.315379381,3.236325521
reading,20,The man mocked the fans of the singer who were,1,pl,1,4.272992134,7.393245697,5.557352066,5.19847393,6.493499279,6.763140678,6.783895493,5.556595802,5.503923416,5.27531147,6.267052174,5.451423645,7.019688606,5.018816471,5.018063068,6.532659054,5.302867889,6.588602543,5.456578732,4.966104984,4.842650414,6.263685226,5.613651276,6.274668694,5.369449139,7.381385803,5.915711422
reading,20,The man counted the fan of the singers who was,0,sg,1,6.066689491,6.661156178,6.173238754,6.494241714,7.333168983,7.777598381,7.162880898,5.105068207,5.928693295,5.097782612,7.055229187,5.948613167,6.345024109,6.211758137,5.95788908,6.465818405,7.299436092,7.657052994,5.780790806,4.428791523,5.258131504,6.138982773,6.572831631,6.30274725,6.607156754,6.220373154,6.319378223
reading,20,The man counted the fans of the singer who was,0,sg,0,4.197446346,3.311137199,3.478739023,2.770767927,4.325792313,3.649466276,3.484105825,4.400031567,3.313319683,2.713824272,2.943689346,4.951071739,3.260157108,2.988083363,3.865370274,3.146529198,3.492777824,3.461930275,3.617870092,3.061691284,3.228435516,3.467419624,3.641354799,3.152713537,3.833518505,3.713384628,3.490927248
reading,20,The man counted the fan of the singers who were,0,pl,0,3.716706991,2.883908272,3.966154099,2.847992182,2.929345369,2.886876822,3.068855762,3.699819803,2.697714329,3.191023111,2.658346653,3.131490469,3.266621351,3.321467161,3.832919836,3.575979233,2.998988152,3.082628489,3.404109955,3.831598759,3.662455797,3.268613815,2.958208561,3.842530012,3.298463106,3.445251703,3.270054512
reading,20,The man counted the fans of the singer who were,0,pl,1,3.670834303,7.176186085,7.152289867,4.469851971,6.409445763,5.852025986,6.085381985,5.486069202,4.613586903,5.036284924,5.348447323,5.13847208,5.564226627,5.280489445,5.757256508,6.131179333,5.05753231,6.037370682,5.186902046,4.736839294,4.679927826,5.381947041,5.014091492,6.643896103,5.259144783,7.358464718,5.634292412
reading,20,The man mocked the singer of the fans who was,1,sg,1,6.887552261,5.564188004,5.851192951,6.112728596,7.5160923,6.920948505,7.125799179,4.209941387,5.686727047,5.729743958,6.303155899,5.604553699,4.635284901,5.634744644,6.049777508,6.439556122,6.424543381,7.63346529,5.433386803,4.600722313,4.797569275,7.070296288,5.655118942,6.368140697,6.467045784,4.702719688,5.941497726
reading,20,The man mocked the singers of the fan who was,1,sg,0,3.746990204,4.258687973,5.057559967,3.177727699,5.969949722,3.615747452,4.771094322,4.251870632,4.101401329,3.360155821,3.779151917,4.900337696,3.675655127,3.334462166,4.27202034,3.37519598,3.107153416,3.926479578,6.087837696,3.413538218,3.620285749,5.051047802,5.019877911,3.393681049,4.684925556,3.806324482,4.160486784
reading,20,The man mocked the singer of the fans who were,1,pl,0,3.56990242,3.132229567,4.010070801,3.009169102,2.819036961,3.753200054,3.445564508,3.822306395,3.383330345,3.461204529,3.239309788,3.295853138,4.335416317,3.286610603,3.648075581,4.651515484,3.546939135,3.9087677,3.713659286,3.974477053,3.858813524,3.696245909,4.101097584,3.782519341,3.270360231,3.846731901,3.639700193
reading,20,The man mocked the singers of the fan who were,1,pl,1,5.542650223,4.646393299,3.878735781,4.34440279,2.839418411,5.104788303,3.830906391,4.507731438,4.343951702,5.069364548,4.507098198,5.031911373,5.331941605,4.44148159,3.913411856,5.867208004,6.172720909,5.570584297,3.907402039,3.858762741,4.643903255,4.874917984,3.954574823,4.696352005,3.963023424,5.889358997,4.607613831
reading,20,The man counted the singer of the fans who was,0,sg,1,7.119479656,5.243191719,5.999615669,5.885253906,7.199239254,7.67692852,6.690170765,4.429256916,5.684871674,5.390774727,5.870036125,5.798545837,5.043601513,5.697600842,5.849874496,6.141687393,7.071362495,8.06022644,5.530312061,4.477532387,4.996480942,6.453002453,6.145326614,5.429065704,6.417759895,5.546936989,5.949146214
reading,20,The man counted the singers of the fan who was,0,sg,0,4.110657215,4.428013802,4.612395763,2.912343979,6.476963043,4.238987446,4.888776779,4.656992435,4.170372486,3.322245359,3.869293928,5.272827148,4.337280273,3.228167772,4.986747742,3.165697098,3.391746283,4.50510025,6.369361877,3.467409611,3.673565865,4.667920113,4.992332458,3.259417534,5.192808628,3.994655371,4.323256922
reading,20,The man counted the singer of the fans who were,0,pl,0,3.266076565,3.086029768,4.263054371,3.141798973,3.314703226,3.316667795,3.613227844,3.619626045,3.057374001,3.619017601,3.292365789,3.099642754,3.812922716,3.31679821,4.663146973,4.636890411,3.609473944,3.667307138,3.631900072,3.631587029,3.860194206,3.281018734,3.673022032,4.469580173,3.366035223,3.767362118,3.632429886
reading,20,The man counted the singers of the fan who were,0,pl,1,4.066066742,4.617781162,4.820587158,4.21944809,3.345300674,4.101545811,3.916143417,4.708567619,3.733152628,5.116482258,3.715107918,4.748764038,3.5813272,4.684622765,4.624614239,5.417480946,5.609645367,4.828900814,3.842717886,3.671357632,4.608947754,4.274682522,3.603066206,5.176855087,4.038569927,6.291269302,4.451877537